main_team,team_group,competition,n_matches,avg_win,avg_draw,avg_loss,win_streak_weighted,draw_streak_weighted,loss_streak_weighted,tot_giornata,win_streak_weighted_ratio,draw_streak_weighted_ratio,loss_streak_weighted_ratio
Leeds,2,Premier League,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,47.0,26.0,58.0,131.0,0.35877862595419846,0.1984732824427481,0.44274809160305345
Leeds,all,Premier League,29,0.2413793103448276,0.27586206896551724,0.4827586206896552,93.0,109.0,233.0,435.0,0.21379310344827587,0.25057471264367814,0.535632183908046
Leicester,0,Premier League,12,0.16666666666666666,0.08333333333333333,0.75,45.0,21.0,108.0,174.0,0.25862068965517243,0.1206896551724138,0.6206896551724138
Leicester,1,Premier League,10,0.2,0.3,0.5,25.0,40.0,97.0,162.0,0.15432098765432098,0.24691358024691357,0.5987654320987654
Leicester,2,Premier League,7,0.42857142857142855,0.0,0.5714285714285714,40.0,0.0,59.0,99.0,0.40404040404040403,0.0,0.5959595959595959
Leicester,all,Premier League,29,0.2413793103448276,0.13793103448275862,0.6206896551724138,110.0,61.0,264.0,435.0,0.25287356321839083,0.14022988505747128,0.6068965517241379
Leverkusen,0,Bundesliga,9,0.2222222222222222,0.1111111111111111,0.6666666666666666,38.0,22.0,54.0,114.0,0.3333333333333333,0.19298245614035087,0.47368421052631576
Leverkusen,1,Bundesliga,10,0.5,0.2,0.3,75.0,18.0,42.0,135.0,0.5555555555555556,0.13333333333333333,0.3111111111111111
Leverkusen,2,Bundesliga,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,93.0,6.0,3.0,102.0,0.9117647058823529,0.058823529411764705,0.029411764705882353
Leverkusen,all,Bundesliga,26,0.46153846153846156,0.15384615384615385,0.38461538461538464,206.0,46.0,99.0,351.0,0.5868945868945868,0.13105413105413105,0.28205128205128205
Liverpool,0,Premier League,11,0.5454545454545454,0.09090909090909091,0.36363636363636365,98.0,9.0,62.0,169.0,0.5798816568047337,0.05325443786982249,0.3668639053254438
Liverpool,1,Premier League,9,0.1111111111111111,0.5555555555555556,0.3333333333333333,7.0,80.0,55.0,142.0,0.04929577464788732,0.5633802816901409,0.3873239436619718
Liverpool,2,Premier League,8,0.625,0.125,0.25,73.0,6.0,40.0,119.0,0.6134453781512605,0.05042016806722689,0.33613445378151263
Liverpool,all,Premier League,28,0.42857142857142855,0.25,0.32142857142857145,178.0,95.0,157.0,430.0,0.413953488372093,0.22093023255813954,0.36511627906976746
M'gladbach,0,Bundesliga,10,0.3,0.3,0.4,43.0,33.0,63.0,139.0,0.30935251798561153,0.23741007194244604,0.45323741007194246
M'gladbach,1,Bundesliga,9,0.1111111111111111,0.3333333333333333,0.5555555555555556,9.0,61.0,66.0,136.0,0.0661764705882353,0.4485294117647059,0.4852941176470588
M'gladbach,2,Bundesliga,7,0.5714285714285714,0.2857142857142857,0.14285714285714285,35.0,21.0,20.0,76.0,0.4605263157894737,0.27631578947368424,0.2631578947368421
M'gladbach,all,Bundesliga,26,0.3076923076923077,0.3076923076923077,0.38461538461538464,87.0,115.0,149.0,351.0,0.24786324786324787,0.32763532763532766,0.42450142450142453
Mainz,0,Bundesliga,11,0.18181818181818182,0.36363636363636365,0.45454545454545453,47.0,51.0,60.0,158.0,0.2974683544303797,0.3227848101265823,0.379746835443038
Mainz,1,Bundesliga,9,0.8888888888888888,0.0,0.1111111111111111,90.0,0.0,13.0,103.0,0.8737864077669902,0.0,0.1262135922330097
Mainz,2,Bundesliga,6,0.16666666666666666,0.5,0.3333333333333333,23.0,47.0,20.0,90.0,0.25555555555555554,0.5222222222222223,0.2222222222222222
Mainz,all,Bundesliga,26,0.4230769230769231,0.2692307692307692,0.3076923076923077,160.0,98.0,93.0,351.0,0.45584045584045585,0.2792022792022792,0.26495726495726496
Mallorca,0,La Liga,11,0.36363636363636365,0.18181818181818182,0.45454545454545453,71.0,27.0,51.0,149.0,0.47651006711409394,0.18120805369127516,0.3422818791946309
Mallorca,1,La Liga,8,0.25,0.25,0.5,21.0,32.0,63.0,116.0,0.1810344827586207,0.27586206896551724,0.5431034482758621
Mallorca,2,La Liga,8,0.375,0.25,0.375,33.0,20.0,68.0,121.0,0.2727272727272727,0.1652892561983471,0.5619834710743802
Mallorca,all,La Liga,27,0.3333333333333333,0.2222222222222222,0.4444444444444444,125.0,79.0,182.0,386.0,0.3238341968911917,0.20466321243523317,0.47150259067357514
Man City,0,Premier League,10,0.6,0.2,0.2,90.0,9.0,42.0,141.0,0.6382978723404256,0.06382978723404255,0.2978723404255319
Man City,1,Premier League,10,0.8,0.0,0.2,140.0,0.0,27.0,167.0,0.8383233532934131,0.0,0.16167664670658682
Man City,2,Premier League,8,0.75,0.25,0.0,57.0,42.0,0.0,99.0,0.5757575757575758,0.42424242424242425,0.0
Man City,all,Premier League,28,0.7142857142857143,0.14285714285714285,0.14285714285714285,287.0,51.0,69.0,407.0,0.7051597051597052,0.12530712530712532,0.16953316953316952
Man United,0,Premier League,9,0.3333333333333333,0.1111111111111111,0.5555555555555556,38.0,11.0,75.0,124.0,0.3064516129032258,0.08870967741935484,0.6048387096774194
Man United,1,Premier League,11,0.5454545454545454,0.2727272727272727,0.18181818181818182,107.0,28.0,28.0,163.0,0.656441717791411,0.17177914110429449,0.17177914110429449
Man United,2,Premier League,8,0.875,0.125,0.0,93.0,27.0,0.0,120.0,0.775,0.225,0.0
Man United,all,Premier League,28,0.5714285714285714,0.17857142857142858,0.25,238.0,66.0,103.0,407.0,0.5847665847665847,0.16216216216216217,0.25307125307125306
Milan,0,Serie A,9,0.4444444444444444,0.2222222222222222,0.3333333333333333,66.0,19.0,47.0,132.0,0.5,0.14393939393939395,0.3560606060606061
Milan,1,Serie A,12,0.5833333333333334,0.08333333333333333,0.3333333333333333,83.0,4.0,84.0,171.0,0.4853801169590643,0.023391812865497075,0.49122807017543857
Milan,2,Serie A,7,0.5714285714285714,0.42857142857142855,0.0,45.0,58.0,0.0,103.0,0.4368932038834951,0.5631067961165048,0.0
Milan,all,Serie A,28,0.5357142857142857,0.21428571428571427,0.25,194.0,81.0,131.0,406.0,0.47783251231527096,0.19950738916256158,0.3226600985221675
Monza,0,Serie A,10,0.2,0.1,0.7,27.0,17.0,87.0,131.0,0.20610687022900764,0.1297709923664122,0.6641221374045801
Monza,1,Serie A,8,0.25,0.25,0.5,47.0,35.0,26.0,108.0,0.4351851851851852,0.32407407407407407,0.24074074074074073
Monza,2,Serie A,10,0.5,0.4,0.1,63.0,80.0,24.0,167.0,0.3772455089820359,0.47904191616766467,0.1437125748502994
Monza,all,Serie A,28,0.32142857142857145,0.25,0.42857142857142855,137.0,132.0,137.0,406.0,0.3374384236453202,0.3251231527093596,0.3374384236453202
Napoli,0,Serie A,10,0.7,0.0,0.3,100.0,0.0,69.0,169.0,0.591715976331361,0.0,0.40828402366863903
Napoli,1,Serie A,10,0.9,0.1,0.0,135.0,3.0,0.0,138.0,0.9782608695652174,0.021739130434782608,0.0
Napoli,2,Serie A,8,0.875,0.125,0.0,95.0,4.0,0.0,99.0,0.9595959595959596,0.04040404040404041,0.0
Napoli,all,Serie A,28,0.8214285714285714,0.07142857142857142,0.10714285714285714,330.0,7.0,69.0,406.0,0.812807881773399,0.017241379310344827,0.16995073891625614
Newcastle,0,Premier League,8,0.375,0.5,0.125,56.0,35.0,26.0,117.0,0.47863247863247865,0.29914529914529914,0.2222222222222222
Newcastle,1,Premier League,11,0.45454545454545453,0.36363636363636365,0.18181818181818182,82.0,49.0,29.0,160.0,0.5125,0.30625,0.18125
Newcastle,2,Premier League,9,0.6666666666666666,0.3333333333333333,0.0,103.0,53.0,0.0,156.0,0.6602564102564102,0.33974358974358976,0.0
Newcastle,all,Premier League,28,0.5,0.39285714285714285,0.10714285714285714,241.0,137.0,55.0,433.0,0.5565819861431871,0.3163972286374134,0.12702078521939955
Nott'm Forest,0,Premier League,10,0.0,0.3,0.7,0.0,46.0,96.0,142.0,0.0,0.323943661971831,0.676056338028169
Nott'm Forest,1,Premier League,10,0.3,0.3,0.4,51.0,62.0,49.0,162.0,0.3148148148148148,0.38271604938271603,0.30246913580246915
Nott'm Forest,2,Premier League,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.0,50.0,40.0,131.0,0.31297709923664124,0.3816793893129771,0.3053435114503817
Nott'm Forest,all,Premier League,29,0.20689655172413793,0.3103448275862069,0.4827586206896552,92.0,158.0,185.0,435.0,0.21149425287356322,0.3632183908045977,0.42528735632183906
Osasuna,0,La Liga,9,0.0,0.2222222222222222,0.7777777777777778,0.0,23.0,110.0,133.0,0.0,0.17293233082706766,0.8270676691729323
Osasuna,1,La Liga,9,0.5555555555555556,0.3333333333333333,0.1111111111111111,59.0,64.0,6.0,129.0,0.4573643410852713,0.49612403100775193,0.046511627906976744
Osasuna,2,La Liga,9,0.4444444444444444,0.3333333333333333,0.2222222222222222,29.0,61.0,34.0,124.0,0.23387096774193547,0.49193548387096775,0.27419354838709675
Osasuna,all,La Liga,27,0.3333333333333333,0.2962962962962963,0.37037037037037035,88.0,148.0,150.0,386.0,0.22797927461139897,0.38341968911917096,0.38860103626943004
RB Leipzig,0,Bundesliga,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,54.0,16.0,51.0,121.0,0.4462809917355372,0.1322314049586777,0.4214876033057851
RB Leipzig,1,Bundesliga,12,0.4166666666666667,0.3333333333333333,0.25,72.0,41.0,58.0,171.0,0.42105263157894735,0.23976608187134502,0.3391812865497076
RB Leipzig,2,Bundesliga,5,0.8,0.2,0.0,58.0,1.0,0.0,59.0,0.9830508474576272,0.01694915254237288,0.0
RB Leipzig,all,Bundesliga,26,0.5,0.23076923076923078,0.2692307692307692,184.0,58.0,109.0,351.0,0.5242165242165242,0.16524216524216523,0.31054131054131057
Real Madrid,0,La Liga,9,0.4444444444444444,0.3333333333333333,0.2222222222222222,37.0,68.0,43.0,148.0,0.25,0.4594594594594595,0.2905405405405405
Real Madrid,1,La Liga,9,0.5555555555555556,0.2222222222222222,0.2222222222222222,49.0,19.0,34.0,102.0,0.4803921568627451,0.18627450980392157,0.3333333333333333
Real Madrid,2,La Liga,9,1.0,0.0,0.0,136.0,0.0,0.0,136.0,1.0,0.0,0.0
Real Madrid,all,La Liga,27,0.6666666666666666,0.18518518518518517,0.14814814814814814,222.0,87.0,77.0,386.0,0.5751295336787565,0.22538860103626943,0.19948186528497408
Roma,0,Serie A,9,0.2222222222222222,0.2222222222222222,0.5555555555555556,33.0,20.0,78.0,131.0,0.25190839694656486,0.15267175572519084,0.5954198473282443
Roma,1,Serie A,9,0.5555555555555556,0.2222222222222222,0.2222222222222222,65.0,29.0,31.0,125.0,0.52,0.232,0.248
Roma,2,Serie A,10,0.8,0.1,0.1,104.0,22.0,24.0,150.0,0.6933333333333334,0.14666666666666667,0.16
Roma,all,Serie A,28,0.5357142857142857,0.17857142857142858,0.2857142857142857,202.0,71.0,133.0,406.0,0.4975369458128079,0.1748768472906404,0.3275862068965517
Salernitana,0,Serie A,10,0.1,0.2,0.7,12.0,32.0,108.0,152.0,0.07894736842105263,0.21052631578947367,0.7105263157894737
Salernitana,1,Serie A,9,0.1111111111111111,0.5555555555555556,0.3333333333333333,24.0,55.0,37.0,116.0,0.20689655172413793,0.47413793103448276,0.31896551724137934
Salernitana,2,Serie A,9,0.4444444444444444,0.3333333333333333,0.2222222222222222,43.0,66.0,29.0,138.0,0.3115942028985507,0.4782608695652174,0.21014492753623187
Salernitana,all,Serie A,28,0.21428571428571427,0.35714285714285715,0.42857142857142855,79.0,153.0,174.0,406.0,0.19458128078817735,0.3768472906403941,0.42857142857142855
Sampdoria,0,Serie A,12,0.0,0.25,0.75,0.0,28.0,144.0,172.0,0.0,0.16279069767441862,0.8372093023255814
Sampdoria,1,Serie A,9,0.1111111111111111,0.2222222222222222,0.6666666666666666,16.0,30.0,95.0,141.0,0.11347517730496454,0.2127659574468085,0.6737588652482269
Sampdoria,2,Serie A,7,0.2857142857142857,0.14285714285714285,0.5714285714285714,38.0,25.0,30.0,93.0,0.40860215053763443,0.26881720430107525,0.3225806451612903
Sampdoria,all,Serie A,28,0.10714285714285714,0.21428571428571427,0.6785714285714286,54.0,83.0,269.0,406.0,0.1330049261083744,0.2044334975369458,0.6625615763546798
Sassuolo,0,Serie A,11,0.2727272727272727,0.18181818181818182,0.5454545454545454,67.0,18.0,73.0,158.0,0.4240506329113924,0.11392405063291139,0.4620253164556962
Sassuolo,1,Serie A,8,0.125,0.375,0.5,7.0,69.0,51.0,127.0,0.05511811023622047,0.5433070866141733,0.4015748031496063
Sassuolo,2,Serie A,9,0.6666666666666666,0.2222222222222222,0.1111111111111111,97.0,8.0,16.0,121.0,0.8016528925619835,0.06611570247933884,0.1322314049586777
Sassuolo,all,Serie A,28,0.35714285714285715,0.25,0.39285714285714285,171.0,95.0,140.0,406.0,0.4211822660098522,0.23399014778325122,0.3448275862068966
Schalke 04,0,Bundesliga,10,0.0,0.2,0.8,0.0,45.0,106.0,151.0,0.0,0.2980132450331126,0.7019867549668874
Schalke 04,1,Bundesliga,12,0.25,0.5,0.25,43.0,87.0,22.0,152.0,0.28289473684210525,0.5723684210526315,0.14473684210526316
Schalke 04,2,Bundesliga,4,0.25,0.25,0.5,22.0,5.0,21.0,48.0,0.4583333333333333,0.10416666666666667,0.4375
Schalke 04,all,Bundesliga,26,0.15384615384615385,0.34615384615384615,0.5,65.0,137.0,149.0,351.0,0.18518518518518517,0.3903133903133903,0.42450142450142453
Sevilla,0,La Liga,9,0.0,0.3333333333333333,0.6666666666666666,0.0,27.0,82.0,109.0,0.0,0.24770642201834864,0.7522935779816514
Sevilla,1,La Liga,10,0.3,0.2,0.5,47.0,38.0,81.0,166.0,0.28313253012048195,0.2289156626506024,0.4879518072289157
Sevilla,2,La Liga,8,0.625,0.25,0.125,96.0,12.0,3.0,111.0,0.8648648648648649,0.10810810810810811,0.02702702702702703
Sevilla,all,La Liga,27,0.2962962962962963,0.25925925925925924,0.4444444444444444,143.0,77.0,166.0,386.0,0.3704663212435233,0.19948186528497408,0.43005181347150256
Sociedad,0,La Liga,7,0.2857142857142857,0.2857142857142857,0.42857142857142855,25.0,23.0,42.0,90.0,0.2777777777777778,0.25555555555555554,0.4666666666666667
Sociedad,1,La Liga,9,0.6666666666666666,0.2222222222222222,0.1111111111111111,73.0,49.0,5.0,127.0,0.5748031496062992,0.3858267716535433,0.03937007874015748
Sociedad,2,La Liga,11,0.5454545454545454,0.18181818181818182,0.2727272727272727,75.0,38.0,56.0,169.0,0.4437869822485207,0.22485207100591717,0.33136094674556216
Sociedad,all,La Liga,27,0.5185185185185185,0.2222222222222222,0.25925925925925924,173.0,110.0,103.0,386.0,0.4481865284974093,0.2849740932642487,0.266839378238342
Southampton,0,Premier League,10,0.0,0.3,0.7,0.0,68.0,76.0,144.0,0.0,0.4722222222222222,0.5277777777777778
Southampton,1,Premier League,11,0.18181818181818182,0.09090909090909091,0.7272727272727273,29.0,2.0,131.0,162.0,0.17901234567901234,0.012345679012345678,0.808641975308642
Southampton,2,Premier League,8,0.5,0.125,0.375,61.0,11.0,57.0,129.0,0.4728682170542636,0.08527131782945736,0.4418604651162791
Southampton,all,Premier League,29,0.20689655172413793,0.1724137931034483,0.6206896551724138,90.0,81.0,264.0,435.0,0.20689655172413793,0.18620689655172415,0.6068965517241379
Spezia,0,Serie A,10,0.1,0.1,0.8,26.0,16.0,96.0,138.0,0.18840579710144928,0.11594202898550725,0.6956521739130435
Spezia,1,Serie A,11,0.18181818181818182,0.45454545454545453,0.36363636363636365,19.0,68.0,68.0,155.0,0.12258064516129032,0.43870967741935485,0.43870967741935485
Spezia,2,Serie A,7,0.2857142857142857,0.5714285714285714,0.14285714285714285,22.0,80.0,11.0,113.0,0.19469026548672566,0.7079646017699115,0.09734513274336283
Spezia,all,Serie A,28,0.17857142857142858,0.35714285714285715,0.4642857142857143,67.0,164.0,175.0,406.0,0.16502463054187191,0.4039408866995074,0.43103448275862066
Stuttgart,0,Bundesliga,12,0.0,0.25,0.75,0.0,31.0,132.0,163.0,0.0,0.1901840490797546,0.8098159509202454
Stuttgart,1,Bundesliga,10,0.3,0.3,0.4,43.0,22.0,65.0,130.0,0.33076923076923076,0.16923076923076924,0.5
Stuttgart,2,Bundesliga,4,0.25,0.5,0.25,14.0,22.0,22.0,58.0,0.2413793103448276,0.3793103448275862,0.3793103448275862
Stuttgart,all,Bundesliga,26,0.15384615384615385,0.3076923076923077,0.5384615384615384,57.0,75.0,219.0,351.0,0.1623931623931624,0.21367521367521367,0.6239316239316239
Torino,0,Serie A,10,0.1,0.2,0.7,12.0,17.0,101.0,130.0,0.09230769230769231,0.13076923076923078,0.7769230769230769
Torino,1,Serie A,10,0.5,0.3,0.2,77.0,57.0,20.0,154.0,0.5,0.37012987012987014,0.12987012987012986
Torino,2,Serie A,8,0.5,0.375,0.125,48.0,56.0,18.0,122.0,0.39344262295081966,0.45901639344262296,0.14754098360655737
Torino,all,Serie A,28,0.35714285714285715,0.2857142857142857,0.35714285714285715,137.0,130.0,139.0,406.0,0.3374384236453202,0.32019704433497537,0.34236453201970446
Tottenham,0,Premier League,8,0.25,0.0,0.75,32.0,0.0,79.0,111.0,0.2882882882882883,0.0,0.7117117117117117
Tottenham,1,Premier League,10,0.6,0.2,0.2,90.0,19.0,41.0,150.0,0.6,0.12666666666666668,0.2733333333333333
Tottenham,2,Premier League,11,0.6363636363636364,0.2727272727272727,0.09090909090909091,89.0,62.0,23.0,174.0,0.5114942528735632,0.3563218390804598,0.13218390804597702
Tottenham,all,Premier League,29,0.5172413793103449,0.1724137931034483,0.3103448275862069,211.0,81.0,143.0,435.0,0.4850574712643678,0.18620689655172415,0.32873563218390806
Udinese,0,Serie A,10,0.3,0.3,0.4,39.0,44.0,56.0,139.0,0.2805755395683453,0.31654676258992803,0.4028776978417266
Udinese,1,Serie A,10,0.4,0.2,0.4,39.0,38.0,78.0,155.0,0.25161290322580643,0.24516129032258063,0.5032258064516129
Udinese,2,Serie A,8,0.25,0.75,0.0,27.0,85.0,0.0,112.0,0.24107142857142858,0.7589285714285714,0.0
Udinese,all,Serie A,28,0.32142857142857145,0.39285714285714285,0.2857142857142857,105.0,167.0,134.0,406.0,0.25862068965517243,0.41133004926108374,0.33004926108374383
Union Berlin,0,Bundesliga,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,58.0,5.0,58.0,121.0,0.4793388429752066,0.04132231404958678,0.4793388429752066
Union Berlin,1,Bundesliga,10,0.5,0.4,0.1,61.0,63.0,11.0,135.0,0.45185185185185184,0.4666666666666667,0.08148148148148149
Union Berlin,2,Bundesliga,7,0.8571428571428571,0.14285714285714285,0.0,74.0,21.0,0.0,95.0,0.7789473684210526,0.22105263157894736,0.0
Union Berlin,all,Bundesliga,26,0.5769230769230769,0.23076923076923078,0.19230769230769232,193.0,89.0,69.0,351.0,0.5498575498575499,0.2535612535612536,0.19658119658119658
Valencia,0,La Liga,11,0.18181818181818182,0.09090909090909091,0.7272727272727273,38.0,13.0,123.0,174.0,0.21839080459770116,0.07471264367816093,0.7068965517241379
Valencia,1,La Liga,11,0.45454545454545453,0.18181818181818182,0.36363636363636365,45.0,38.0,60.0,143.0,0.3146853146853147,0.26573426573426573,0.4195804195804196
Valencia,2,La Liga,5,0.0,0.6,0.4,0.0,34.0,35.0,69.0,0.0,0.4927536231884058,0.5072463768115942
Valencia,all,La Liga,27,0.25925925925925924,0.2222222222222222,0.5185185185185185,83.0,85.0,218.0,386.0,0.21502590673575128,0.22020725388601037,0.5647668393782384
Valladolid,0,La Liga,11,0.18181818181818182,0.09090909090909091,0.7272727272727273,32.0,8.0,129.0,169.0,0.1893491124260355,0.047337278106508875,0.7633136094674556
Valladolid,1,La Liga,9,0.2222222222222222,0.2222222222222222,0.5555555555555556,17.0,24.0,74.0,115.0,0.14782608695652175,0.20869565217391303,0.6434782608695652
Valladolid,2,La Liga,7,0.5714285714285714,0.14285714285714285,0.2857142857142857,61.0,26.0,15.0,102.0,0.5980392156862745,0.2549019607843137,0.14705882352941177
Valladolid,all,La Liga,27,0.2962962962962963,0.14814814814814814,0.5555555555555556,110.0,58.0,218.0,386.0,0.2849740932642487,0.15025906735751296,0.5647668393782384
Vallecano,0,La Liga,8,0.25,0.375,0.375,32.0,36.0,40.0,108.0,0.2962962962962963,0.3333333333333333,0.37037037037037035
Vallecano,1,La Liga,10,0.1,0.6,0.3,12.0,110.0,33.0,155.0,0.07741935483870968,0.7096774193548387,0.2129032258064516
Vallecano,2,La Liga,9,0.6666666666666666,0.1111111111111111,0.2222222222222222,63.0,28.0,32.0,123.0,0.5121951219512195,0.22764227642276422,0.2601626016260163
Vallecano,all,La Liga,27,0.3333333333333333,0.37037037037037035,0.2962962962962963,107.0,174.0,105.0,386.0,0.2772020725388601,0.45077720207253885,0.27202072538860106
Verona,0,Serie A,10,0.0,0.1,0.9,0.0,21.0,115.0,136.0,0.0,0.15441176470588236,0.8455882352941176
Verona,1,Serie A,10,0.0,0.5,0.5,0.0,68.0,63.0,131.0,0.0,0.5190839694656488,0.48091603053435117
Verona,2,Serie A,8,0.5,0.125,0.375,63.0,25.0,51.0,139.0,0.45323741007194246,0.17985611510791366,0.3669064748201439
Verona,all,Serie A,28,0.14285714285714285,0.25,0.6071428571428571,63.0,114.0,229.0,406.0,0.15517241379310345,0.28078817733990147,0.5640394088669951
Villarreal,0,La Liga,9,0.3333333333333333,0.1111111111111111,0.5555555555555556,46.0,26.0,57.0,129.0,0.35658914728682173,0.20155038759689922,0.4418604651162791
Villarreal,1,La Liga,10,0.4,0.3,0.3,78.0,26.0,55.0,159.0,0.49056603773584906,0.16352201257861634,0.34591194968553457
Villarreal,2,La Liga,8,0.75,0.125,0.125,70.0,7.0,21.0,98.0,0.7142857142857143,0.07142857142857142,0.21428571428571427
Villarreal,all,La Liga,27,0.48148148148148145,0.18518518518518517,0.3333333333333333,194.0,59.0,133.0,386.0,0.5025906735751295,0.15284974093264247,0.344559585492228
Werder Bremen,0,Bundesliga,10,0.1,0.1,0.8,3.0,7.0,126.0,136.0,0.022058823529411766,0.051470588235294115,0.9264705882352942
Werder Bremen,1,Bundesliga,10,0.4,0.2,0.4,53.0,26.0,55.0,134.0,0.39552238805970147,0.19402985074626866,0.41044776119402987
Werder Bremen,2,Bundesliga,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,53.0,2.0,26.0,81.0,0.654320987654321,0.024691358024691357,0.32098765432098764
Werder Bremen,all,Bundesliga,26,0.34615384615384615,0.15384615384615385,0.5,109.0,35.0,207.0,351.0,0.31054131054131057,0.09971509971509972,0.5897435897435898
West Ham,0,Premier League,11,0.09090909090909091,0.2727272727272727,0.6363636363636364,4.0,54.0,115.0,173.0,0.023121387283236993,0.31213872832369943,0.6647398843930635
West Ham,1,Premier League,9,0.2222222222222222,0.2222222222222222,0.5555555555555556,19.0,42.0,71.0,132.0,0.14393939393939395,0.3181818181818182,0.5378787878787878
West Ham,2,Premier League,8,0.5,0.125,0.375,88.0,11.0,26.0,125.0,0.704,0.088,0.208
West Ham,all,Premier League,28,0.25,0.21428571428571427,0.5357142857142857,111.0,107.0,212.0,430.0,0.25813953488372093,0.24883720930232558,0.4930232558139535
Wolfsburg,0,Bundesliga,11,0.2727272727272727,0.2727272727272727,0.45454545454545453,36.0,58.0,53.0,147.0,0.24489795918367346,0.3945578231292517,0.36054421768707484
Wolfsburg,1,Bundesliga,9,0.3333333333333333,0.4444444444444444,0.2222222222222222,47.0,46.0,23.0,116.0,0.4051724137931034,0.39655172413793105,0.19827586206896552
Wolfsburg,2,Bundesliga,6,0.6666666666666666,0.3333333333333333,0.0,65.0,23.0,0.0,88.0,0.7386363636363636,0.26136363636363635,0.0
Wolfsburg,all,Bundesliga,26,0.38461538461538464,0.34615384615384615,0.2692307692307692,148.0,127.0,76.0,351.0,0.42165242165242167,0.36182336182336183,0.21652421652421652
Wolves,0,Premier League,10,0.1,0.2,0.7,26.0,23.0,108.0,157.0,0.16560509554140126,0.1464968152866242,0.6878980891719745
Wolves,1,Premier League,9,0.1111111111111111,0.3333333333333333,0.5555555555555556,22.0,41.0,58.0,121.0,0.18181818181818182,0.33884297520661155,0.4793388429752066
Wolves,2,Premier League,10,0.5,0.2,0.3,77.0,34.0,46.0,157.0,0.49044585987261147,0.21656050955414013,0.2929936305732484
Wolves,all,Premier League,29,0.2413793103448276,0.2413793103448276,0.5172413793103449,125.0,98.0,212.0,435.0,0.28735632183908044,0.22528735632183908,0.48735632183908045
